movie_title,title_year,director_name,gross,budget,content_rating,country,duration,actor_1_facebook_likes,genres,f_adj_gross,adj_budget,dir_adj_av_gross,profit
Monsters University ,2013.0,Dan Scanlon,268488329.0,200000000.0,0,USA,104.0,12000.0,Adventure|Animation|Comedy|Family|Fantasy,276613512.3649583,206052541.2,276613512.3649583,1
Transformers: Revenge of the Fallen ,2009.0,Michael Bay,402076689.0,200000000.0,3,USA,150.0,894.0,Action|Adventure|Sci-Fi,449810879.69059366,223743824.0,220567274.85714513,1
Transformers: Age of Extinction ,2014.0,Michael Bay,245428137.0,210000000.0,3,USA,165.0,974.0,Action|Adventure|Sci-Fi,248818142.83911708,212900650.41,220567274.85714513,1
Oz the Great and Powerful ,2013.0,Sam Raimi,234903076.0,215000000.0,2,USA,130.0,44000.0,Adventure|Family|Fantasy,242011878.7274837,221506481.79,221808826.42034203,1
The Amazing Spider-Man 2 ,2014.0,Marc Webb,202853933.0,200000000.0,3,USA,142.0,15000.0,Action|Adventure|Fantasy|Sci-Fi,205655877.4948884,202762524.2,171938572.52791378,1
TRON: Legacy ,2010.0,Joseph Kosinski,172051787.0,170000000.0,2,USA,125.0,12000.0,Action|Adventure|Sci-Fi,189370583.3665294,187112262.73,140543178.48022217,1
Cars 2 ,2011.0,John Lasseter,191450875.0,200000000.0,0,USA,106.0,1000.0,Adventure|Animation|Comedy|Family|Sport,204277249.4735376,213399128.6,278145817.94913507,0
Green Lantern ,2011.0,Martin Campbell,116593191.0,200000000.0,3,USA,123.0,16000.0,Action|Adventure|Sci-Fi,124404426.80046682,213399128.6,83885746.92606154,0
Toy Story 3 ,2010.0,Lee Unkrich,414984497.0,200000000.0,0,USA,103.0,15000.0,Adventure|Animation|Comedy|Family|Fantasy,456756989.59729946,220132073.8,456756989.59729946,1
Terminator Salvation ,2009.0,McG,125320003.0,200000000.0,3,USA,118.0,23000.0,Action|Adventure|Sci-Fi,140197883.47455734,223743824.0,97727362.11963612,0
Furious 7 ,2015.0,James Wan,350034110.0,190000000.0,3,USA,140.0,26000.0,Action|Crime|Thriller,354449779.4465926,192396844.11,117848154.8511718,1
World War Z ,2013.0,Marc Forster,202351611.0,190000000.0,3,USA,123.0,17000.0,Action|Adventure|Horror|Sci-Fi|Thriller,208475318.31231937,195749914.14,63855734.95060263,1
X-Men: Days of Future Past ,2014.0,Bryan Singer,233914986.0,200000000.0,3,USA,149.0,34000.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,237145965.04783836,202762524.2,149424039.40538454,1
Star Trek Into Darkness ,2013.0,J.J. Abrams,228756232.0,190000000.0,3,USA,132.0,19000.0,Action|Adventure|Sci-Fi,235679014.5946838,195749914.14,204563637.2170809,1
Jack the Giant Slayer ,2013.0,Bryan Singer,65171860.0,195000000.0,3,USA,114.0,979.0,Adventure|Fantasy,67144136.83865316,200901227.67,149424039.40538454,0
Prince of Persia: The Sands of Time ,2010.0,Mike Newell,90755643.0,200000000.0,3,USA,116.0,15000.0,Action|Adventure|Fantasy|Romance,99891139.51321228,220132073.8,52626553.63329651,0
Pacific Rim ,2013.0,Guillermo del Toro,101785482.0,190000000.0,3,USA,131.0,16000.0,Action|Adventure|Sci-Fi,104865786.1168343,195749914.14,93312025.13064016,0
Transformers: Dark of the Moon ,2011.0,Michael Bay,352358779.0,195000000.0,3,USA,154.0,894.0,Action|Adventure|Sci-Fi,375965281.9657999,208064150.385,220567274.85714513,1
Indiana Jones and the Kingdom of the Crystal Skull ,2008.0,Steven Spielberg,317011114.0,185000000.0,3,USA,122.0,11000.0,Action|Adventure|Fantasy,353394507.45075804,206232466.28,337331009.3679546,1
Brave ,2012.0,Mark Andrews,237282182.0,185000000.0,2,USA,93.0,2000.0,Adventure|Animation|Comedy|Family|Fantasy,248051293.62517983,193396271.62,248051293.62517983,1
Star Trek Beyond ,2016.0,Justin Lin,130468626.0,185000000.0,3,USA,122.0,998.0,Action|Adventure|Sci-Fi|Thriller,130468626.0,185000000.0,108450086.09027521,0
WALL·E ,2008.0,Andrew Stanton,223806889.0,180000000.0,0,USA,98.0,1000.0,Adventure|Animation|Family|Sci-Fi,249493225.34553623,200658615.84,274211580.2914806,1
Rush Hour 3 ,2007.0,Brett Ratner,140080850.0,140000000.0,3,USA,91.0,268.0,Action|Comedy|Crime|Thriller,162153008.65466884,162059419.34,118360514.75519298,1
2012 ,2009.0,Roland Emmerich,166112167.0,200000000.0,3,USA,158.0,1000.0,Action|Adventure|Sci-Fi,185832857.28753304,223743824.0,175307867.15150532,0
A Christmas Carol ,2009.0,Robert Zemeckis,137850096.0,200000000.0,2,USA,96.0,18000.0,Animation|Drama|Family|Fantasy,154215538.0890355,223743824.0,195803689.80513507,0
Jupiter Ascending ,2015.0,Lana Wachowski,47375327.0,176000000.0,3,USA,127.0,17000.0,Action|Adventure|Sci-Fi,47972965.28146987,178220234.54400003,143367005.21045083,0
The Legend of Tarzan ,2016.0,David Yates,124051759.0,180000000.0,3,USA,110.0,11000.0,Action|Adventure|Drama|Romance,124051759.0,180000000.0,124051759.0,0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",2005.0,Andrew Adamson,291709845.0,180000000.0,2,USA,150.0,1000.0,Adventure|Family|Fantasy,358490936.64279294,221207373.36,358412910.20977515,1
X-Men: Apocalypse ,2016.0,Bryan Singer,154985087.0,178000000.0,3,USA,144.0,34000.0,Action|Adventure|Sci-Fi,154985087.0,178000000.0,149424039.40538454,0
The Dark Knight ,2008.0,Christopher Nolan,533316061.0,185000000.0,3,USA,152.0,23000.0,Action|Crime|Drama|Thriller,594524792.2527834,206232466.28,252059110.9972939,1
Up ,2009.0,Pete Docter,292979556.0,175000000.0,2,USA,96.0,1000.0,Adventure|Animation|Comedy|Family,327761831.0663107,195775846.0,360534023.5388754,1
Monsters vs. Aliens ,2009.0,Rob Letterman,198332128.0,175000000.0,2,USA,94.0,1000.0,Action|Adventure|Animation|Comedy|Family|Sci-Fi,221877943.7038873,195775846.0,116663762.82956432,1
Iron Man ,2008.0,Jon Favreau,318298180.0,140000000.0,3,USA,126.0,21000.0,Action|Adventure|Sci-Fi,354829290.12883985,156067812.32,193223620.88936782,1
Hugo ,2011.0,Martin Scorsese,73820094.0,170000000.0,2,USA,126.0,17000.0,Adventure|Drama|Family|Mystery,78765718.66385044,181389259.31,77566292.75102802,0
Wild Wild West ,1999.0,Barry Sonnenfeld,113745408.0,170000000.0,3,USA,106.0,10000.0,Action|Comedy|Sci-Fi|Western,163865758.60456705,244908163.35,186048001.21722585,0
The Mummy: Tomb of the Dragon Emperor ,2008.0,Rob Cohen,102176165.0,145000000.0,3,USA,112.0,5000.0,Action|Adventure|Fantasy|Horror|Thriller,113902932.44855252,161641662.76,86395982.10150816,0
Suicide Squad ,2016.0,David Ayer,161087183.0,175000000.0,3,USA,123.0,10000.0,Action|Adventure|Comedy|Sci-Fi,161087183.0,175000000.0,55835508.55096357,0
Evan Almighty ,2007.0,Tom Shadyac,100289690.0,175000000.0,2,USA,96.0,87000.0,Comedy|Family|Fantasy,116092063.76563288,202574274.175,179518504.04916483,0
Edge of Tomorrow ,2014.0,Doug Liman,100189501.0,178000000.0,3,USA,113.0,10000.0,Action|Adventure|Sci-Fi,101573380.60549212,180458646.538,89091084.23123133,0
Waterworld ,1995.0,Kevin Reynolds,88246220.0,175000000.0,3,USA,176.0,711.0,Action|Adventure|Sci-Fi|Thriller,138976215.5955645,275602034.05,116996782.2202467,0
G.I. Joe: The Rise of Cobra ,2009.0,Stephen Sommers,150167630.0,175000000.0,3,USA,118.0,23000.0,Action|Adventure|Sci-Fi|Thriller,167995398.8860856,195775846.0,124552174.96247517,0
Inside Out ,2015.0,Pete Docter,356454367.0,175000000.0,2,USA,95.0,1000.0,Adventure|Animation|Comedy|Drama|Family|Fantasy,360951027.7896197,177207619.57500002,360534023.5388754,1
Iron Man 2 ,2010.0,Jon Favreau,312057433.0,200000000.0,3,USA,124.0,21000.0,Action|Adventure|Sci-Fi,343469249.3549728,220132073.8,193223620.88936782,1
Snow White and the Huntsman ,2012.0,Rupert Sanders,155111815.0,170000000.0,3,USA,132.0,26000.0,Action|Adventure|Drama|Fantasy,162151603.81195238,177715492.84,162151603.81195238,0
Maleficent ,2014.0,Robert Stromberg,241407328.0,180000000.0,2,USA,97.0,11000.0,Action|Adventure|Family|Fantasy|Romance,244741795.92828667,182486271.78,244741795.92828667,1
Dawn of the Planet of the Apes ,2014.0,Matt Reeves,208543795.0,170000000.0,3,USA,130.0,10000.0,Action|Adventure|Drama|Sci-Fi,211424331.4022367,172348145.57,150322088.64289764,1
47 Ronin ,2013.0,Carl Rinsch,38297305.0,175000000.0,3,USA,128.0,18000.0,Action|Adventure|Drama|Fantasy,39456285.08180733,180295973.55,39456285.08180733,0
Captain America: The Winter Soldier ,2014.0,Anthony Russo,259746958.0,170000000.0,3,USA,136.0,19000.0,Action|Adventure|Sci-Fi,263334744.28675693,172348145.57,190246621.70237836,1
Shrek Forever After ,2010.0,Mike Mitchell,238371987.0,165000000.0,2,USA,93.0,4000.0,Adventure|Animation|Comedy|Family|Fantasy,262366599.17068323,181608960.885,144344302.17877486,1
Tomorrowland ,2015.0,Brad Bird,93417865.0,190000000.0,2,USA,130.0,2000.0,Action|Adventure|Family|Mystery|Sci-Fi,94596328.4710212,192396844.11,184497741.14198747,0
Big Hero 6 ,2014.0,Don Hall,222487711.0,165000000.0,2,USA,102.0,756.0,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,225560849.42920053,167279082.465,225560849.42920053,1
Wreck-It Ralph ,2012.0,Rich Moore,189412677.0,165000000.0,2,USA,101.0,975.0,Adventure|Animation|Comedy|Family|Sci-Fi,198009219.0776396,172488566.57999998,198009219.0776396,1
The Polar Express ,2004.0,Robert Zemeckis,665426.0,165000000.0,0,USA,100.0,15000.0,Adventure|Animation|Family|Fantasy,845467.9419071621,209643462.105,195803689.80513507,0
Independence Day: Resurgence ,2016.0,Roland Emmerich,102315545.0,165000000.0,3,USA,120.0,890.0,Action|Adventure|Sci-Fi,102315545.0,165000000.0,175307867.15150532,0
How to Train Your Dragon ,2010.0,Dean DeBlois,217387997.0,165000000.0,2,USA,98.0,18000.0,Adventure|Animation|Family|Fantasy,239270352.99419093,181608960.885,204396810.58777943,1
Terminator 3: Rise of the Machines ,2003.0,Jonathan Mostow,150350192.0,200000000.0,4,USA,109.0,648.0,Action|Sci-Fi,196117117.30611745,260880434.8,104732637.00993717,0
Guardians of the Galaxy ,2014.0,James Gunn,333130696.0,170000000.0,3,USA,121.0,14000.0,Action|Adventure|Sci-Fi,337732104.0473142,172348145.57,169043344.74490508,1
Interstellar ,2014.0,Christopher Nolan,187991439.0,165000000.0,3,USA,169.0,11000.0,Adventure|Drama|Sci-Fi,190588093.49815163,167279082.465,252059110.9972939,1
Inception ,2010.0,Christopher Nolan,292568851.0,160000000.0,3,USA,148.0,29000.0,Action|Adventure|Sci-Fi|Thriller,322018939.499566,176105659.04000002,252059110.9972939,1
The Hobbit: An Unexpected Journey ,2012.0,Peter Jackson,303001229.0,180000000.0,3,USA,182.0,5000.0,Adventure|Fantasy,316753016.1344747,188169345.36,315631843.44106334,1
The Fast and the Furious ,2001.0,Rob Cohen,144512310.0,38000000.0,3,USA,106.0,23000.0,Action|Crime|Thriller,195846411.7865978,51498475.44400001,86395982.10150816,1
The Curious Case of Benjamin Button ,2008.0,David Fincher,127490802.0,150000000.0,3,USA,166.0,11000.0,Drama|Fantasy|Romance,142122932.56473058,167215513.2,107173780.08993836,0
X-Men: First Class ,2011.0,Matthew Vaughn,146405371.0,160000000.0,3,USA,132.0,34000.0,Action|Adventure|Sci-Fi,156213892.96879855,170719302.88,156213892.96879855,0
The Hunger Games: Mockingjay - Part 2 ,2015.0,Francis Lawrence,281666058.0,160000000.0,3,USA,137.0,34000.0,Adventure|Sci-Fi,285219266.59002227,162018395.04000002,284778626.32187545,1
The Sorcerer's Apprentice ,2010.0,Jon Turteltaub,63143812.0,150000000.0,2,USA,109.0,12000.0,Action|Adventure|Family|Fantasy,69499891.41598663,165099055.35000002,110833981.90292944,0
Poseidon ,2006.0,Wolfgang Petersen,60655503.0,160000000.0,3,USA,98.0,87000.0,Action|Adventure|Drama|Thriller,72211940.86954439,190484127.04,172193381.56119496,0
Alice Through the Looking Glass ,2016.0,James Bobin,76846624.0,170000000.0,2,USA,113.0,40000.0,Adventure|Family|Fantasy,76846624.0,170000000.0,74431968.09435546,0
Shrek the Third ,2007.0,Chris Miller,320706665.0,160000000.0,2,USA,93.0,3000.0,Adventure|Animation|Comedy|Family|Fantasy,371239542.20262784,185210764.96,265236183.5179176,1
Warcraft ,2016.0,Duncan Jones,46978995.0,160000000.0,3,USA,123.0,3000.0,Action|Adventure|Fantasy,46978995.0,160000000.0,52670175.55979899,0
Terminator Genisys ,2015.0,Alan Taylor,89732035.0,155000000.0,3,USA,126.0,24000.0,Action|Adventure|Sci-Fi,90864001.83983192,156955320.19500002,151734516.19736034,0
The Chronicles of Narnia: The Voyage of the Dawn Treader ,2010.0,Michael Apted,104383624.0,155000000.0,2,USA,113.0,531.0,Adventure|Family|Fantasy,114890918.10939726,170602357.19500002,49976350.08917134,0
Pearl Harbor ,2001.0,Michael Bay,198539855.0,140000000.0,3,USA,184.0,3000.0,Action|Drama|History|Romance|War,269065785.4571795,189731225.32,220567274.85714513,1
Transformers ,2007.0,Michael Bay,318759914.0,150000000.0,3,USA,144.0,662.0,Action|Adventure|Sci-Fi,368986046.94077384,173635092.15,220567274.85714513,1
Hancock ,2008.0,Peter Berg,227946274.0,150000000.0,3,USA,102.0,10000.0,Action|Drama,254107687.9262521,167215513.2,97090047.14011107,1
I Am Legend ,2007.0,Francis Lawrence,256386216.0,150000000.0,3,USA,104.0,10000.0,Drama|Horror|Sci-Fi,296784294.9409987,173635092.15,284778626.32187545,1
Charlie and the Chocolate Factory ,2005.0,Tim Burton,206456431.0,150000000.0,2,USA,115.0,40000.0,Adventure|Comedy|Family|Fantasy,253720471.19327825,184339477.8,159762536.66858873,1
Ratatouille ,2007.0,Brad Bird,206435493.0,150000000.0,0,USA,111.0,1000.0,Animation|Comedy|Family|Fantasy,238962972.33390453,173635092.15,184497741.14198747,1
Batman Begins ,2005.0,Christopher Nolan,205343774.0,150000000.0,3,USA,128.0,23000.0,Action|Adventure,252353093.79094145,184339477.8,252059110.9972939,1
Madagascar: Escape 2 Africa ,2008.0,Eric Darnell,179982968.0,150000000.0,2,USA,89.0,1000.0,Action|Adventure|Animation|Comedy|Family,200639629.0758612,167215513.2,176430153.45047903,1
Night at the Museum: Battle of the Smithsonian ,2009.0,Shawn Levy,177243721.0,150000000.0,2,USA,105.0,49000.0,Adventure|Comedy|Family|Fantasy,198285939.5826455,167807868.0,118960789.43346421,1
X-Men Origins: Wolverine ,2009.0,Gavin Hood,179883016.0,150000000.0,3,USA,119.0,20000.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,201238569.36246592,167807868.0,91982805.81716137,1
Frozen ,2013.0,Chris Buck,400736600.0,150000000.0,2,USA,102.0,1000.0,Adventure|Animation|Comedy|Family|Fantasy|Musical,412863973.9092397,154539405.9,412863973.9092397,1
The Matrix Reloaded ,2003.0,Lana Wachowski,281492479.0,150000000.0,4,USA,138.0,234.0,Action|Sci-Fi,367179401.57224935,195660326.1,143367005.21045083,1
Thor: The Dark World ,2013.0,Alan Taylor,206360018.0,170000000.0,3,USA,112.0,26000.0,Action|Adventure|Fantasy,212605030.5548888,175144660.02,151734516.19736034,1
Angels & Demons ,2009.0,Ron Howard,133375846.0,150000000.0,3,USA,146.0,15000.0,Mystery|Thriller,149210109.06637552,167807868.0,154049902.47102037,0
Thor ,2011.0,Kenneth Branagh,181015141.0,150000000.0,3,USA,115.0,26000.0,Action|Adventure|Fantasy,193142366.76403067,160049346.45000002,149358442.0703674,1
Bolt ,2008.0,Byron Howard,114053579.0,150000000.0,2,USA,96.0,17000.0,Adventure|Animation|Comedy|Drama|Family,127143518.29854496,167215513.2,127143518.29854496,0
G-Force ,2009.0,Hoyt Yeatman,119420252.0,150000000.0,2,USA,88.0,730.0,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,133597719.22761825,167807868.0,133597719.22761825,0
Wrath of the Titans ,2012.0,Jonathan Liebesman,83640426.0,150000000.0,3,USA,99.0,14000.0,Action|Adventure|Fantasy,87436467.81139734,156807787.8,91809100.75602847,0
Dark Shadows ,2012.0,Tim Burton,79711678.0,100000000.0,3,USA,113.0,40000.0,Comedy|Fantasy|Horror,83329412.59337285,104538525.2,159762536.66858873,0
The Wolfman ,2010.0,Joe Johnston,61937495.0,150000000.0,4,USA,119.0,12000.0,Drama|Fantasy|Horror|Thriller,68172146.10163566,165099055.35000002,146913903.49600828,0
Bee Movie ,2007.0,Steve Hickner,126597121.0,150000000.0,2,USA,91.0,2000.0,Adventure|Animation|Comedy|Family,146544685.138398,173635092.15,146544685.138398,0
Kung Fu Panda 2 ,2011.0,Jennifer Yuh Nelson,165230261.0,150000000.0,2,USA,90.0,11000.0,Action|Adventure|Animation|Comedy|Family,176299968.57875285,160049346.45000002,176299968.57875285,1
The Last Airbender ,2010.0,M. Night Shyamalan,131564731.0,150000000.0,2,USA,103.0,1000.0,Action|Adventure|Family|Fantasy,144808085.36984575,165099055.35000002,155528273.9198539,0
Mission: Impossible III ,2006.0,J.J. Abrams,133382309.0,150000000.0,3,USA,124.0,22000.0,Action|Adventure|Thriller,158795079.32777834,178578869.1,204563637.2170809,0
White House Down ,2013.0,Roland Emmerich,73103784.0,150000000.0,3,USA,131.0,17000.0,Action|Drama|Thriller,75316102.3226795,154539405.9,175307867.15150532,0
Mars Needs Moms ,2011.0,Simon Wells,21379315.0,150000000.0,2,USA,88.0,921.0,Action|Adventure|Animation|Comedy|Family|Sci-Fi,22811635.955324546,160049346.45000002,49218278.80455076,0
Pan ,2015.0,Joe Wright,34964818.0,150000000.0,2,USA,111.0,20000.0,Adventure|Family|Fantasy,35405898.09516065,151892245.35000002,39174909.02037543,0
Mr. Peabody & Sherman ,2014.0,Rob Minkoff,111505642.0,145000000.0,2,USA,92.0,3000.0,Adventure|Animation|Comedy|Family|Sci-Fi,113045827.17230769,147002830.04500002,81555887.35930066,0
Troy ,2004.0,Wolfgang Petersen,133228348.0,175000000.0,4,USA,196.0,11000.0,Adventure,169275467.4257561,222349126.475,172193381.56119496,0
Madagascar 3: Europe's Most Wanted ,2012.0,Eric Darnell,216366733.0,145000000.0,2,USA,93.0,851.0,Adventure|Animation|Comedy|Family,226186591.70162168,151580861.54,176430153.45047903,1
Ghostbusters ,2016.0,Paul Feig,118099659.0,144000000.0,3,USA,116.0,783.0,Action|Comedy|Fantasy|Sci-Fi,118099659.0,144000000.0,120682643.51319636,0
Armageddon ,1998.0,Michael Bay,201573391.0,140000000.0,3,USA,153.0,13000.0,Action|Adventure|Sci-Fi|Thriller,296807543.4526333,206143558.32,220567274.85714513,1
Men in Black II ,2002.0,Barry Sonnenfeld,190418803.0,140000000.0,3,USA,88.0,10000.0,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,254043451.3565438,186778210.08,186048001.21722585,1
Beowulf ,2007.0,Robert Zemeckis,82161969.0,150000000.0,3,USA,115.0,18000.0,Action|Adventure|Animation|Fantasy,95108007.05693628,173635092.15,195803689.80513507,0
Kung Fu Panda 3 ,2016.0,Alessandro Carloni,143523463.0,145000000.0,2,USA,95.0,24000.0,Action|Adventure|Animation|Comedy|Family,143523463.0,145000000.0,143523463.0,0
Mission: Impossible - Ghost Protocol ,2011.0,Brad Bird,209364921.0,145000000.0,3,USA,133.0,10000.0,Action|Adventure|Thriller,223391458.50403923,154714368.235,184497741.14198747,1
Rise of the Guardians ,2012.0,Peter Ramsey,103400692.0,145000000.0,2,USA,97.0,20000.0,Adventure|Animation|Family|Fantasy,108093558.4633944,151580861.54,108093558.4633944,0
Fun with Dick and Jane ,2005.0,Dean Parisot,110332737.0,100000000.0,3,USA,90.0,957.0,Comedy|Crime,135591194.15216494,122892985.2,77172636.02851862,1
The Last Samurai ,2003.0,Edward Zwick,111110575.0,140000000.0,4,USA,154.0,10000.0,Action|Drama|History|War,144932875.58439004,182616304.36,81770153.47212312,0
Star Trek ,2009.0,J.J. Abrams,257704099.0,150000000.0,3,USA,127.0,26000.0,Action|Adventure|Sci-Fi,288298502.85367286,167807868.0,204563637.2170809,1
Spider-Man ,2002.0,Sam Raimi,403706375.0,139000000.0,3,USA,121.0,24000.0,Action|Adventure|Fantasy|Romance,538596815.145609,185444080.008,221808826.42034203,1
How to Train Your Dragon 2 ,2014.0,Dean DeBlois,176997107.0,145000000.0,2,USA,102.0,18000.0,Action|Adventure|Animation|Comedy|Family|Fantasy,179441900.95708746,147002830.04500002,204396810.58777943,1
Gods of Egypt ,2016.0,Alex Proyas,31141074.0,140000000.0,3,USA,126.0,18000.0,Action|Adventure|Fantasy,31141074.0,140000000.0,96662569.6603932,0
Stealth ,2005.0,Rob Cohen,31704416.0,135000000.0,3,USA,121.0,820.0,Action|Adventure|Sci-Fi|Thriller,38962503.26262643,165905530.02,86395982.10150816,0
Watchmen ,2009.0,Zack Snyder,107503316.0,130000000.0,4,USA,215.0,986.0,Action|Drama|Mystery|Sci-Fi,120266015.07260191,145433485.6,167996332.5295227,0
Lethal Weapon 4 ,1998.0,Richard Donner,129734803.0,140000000.0,4,USA,127.0,5000.0,Action|Crime|Thriller,191028528.05974442,206143558.32,171725571.71089426,0
Hulk ,2003.0,Ang Lee,132122995.0,137000000.0,3,USA,138.0,820.0,Action|Sci-Fi,172341521.91339114,178703097.838,70460823.81476358,0
G.I. Joe: Retaliation ,2013.0,Jon M. Chu,122512052.0,130000000.0,3,USA,122.0,17000.0,Action|Adventure|Sci-Fi|Thriller,126219598.21113272,133934151.78,76022444.78784326,0
Final Fantasy: The Spirits Within ,2001.0,Hironobu Sakaguchi,32131830.0,137000000.0,3,USA,106.0,12000.0,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,43545796.26909954,185665556.206,43545796.26909954,0
Captain America: The First Avenger ,2011.0,Joe Johnston,176636816.0,140000000.0,3,USA,124.0,11000.0,Action|Adventure|Sci-Fi,188470713.06539267,149379390.02,146913903.49600828,1
Master and Commander: The Far Side of the World ,2003.0,Peter Weir,93926386.0,150000000.0,3,USA,138.0,613.0,Action|Adventure|Drama|History|War,122517782.09436315,195660326.1,159777282.77145165,0
The Twilight Saga: Breaking Dawn - Part 2 ,2012.0,Bill Condon,292298923.0,120000000.0,3,USA,115.0,21000.0,Adventure|Drama|Fantasy|Romance,305564983.27968365,125446230.24,90866401.59482676,1
